# LAMMPS data file written by OVITO Basic 3.9.2

3880 atoms
4 atom types

0.0 33.591 xlo xhi
0.0 33.591 ylo yhi
0.0 33.591 zlo zhi

Masses

1 1.00794  # H
2 12.0107  # C
3 14.0067  # N
4 15.9994  # O

Atoms  # atomic

531 1 -3.359 -22.889 -4.055
532 1 -4.353 -20.168 -4.735
533 1 -2.762 -20.537 -5.293
534 1 -3.497 -22.402 -6.632
535 1 -5.169 -22.193 -6.084
536 1 -3.645 -20.198 -7.849
537 1 -5.218 -19.931 -7.121
538 1 -5.772 -22.384 -8.237
539 1 -4.364 -22.013 -9.21
540 1 -6.146 -21.281 -10.524
541 1 -5.572 -19.703 -9.68
542 1 -8.104 -20.154 -9.952
543 1 -7.741 -21.482 -8.871
544 1 -7.229 -20.08 -7.016
545 2 -8.871 -18.026 -6.433
546 2 -8.067 -16.771 -6.356
547 2 -8.676 -15.853 -5.236
548 2 -8.832 -16.552 -3.819
549 2 -9.5 -15.644 -2.752
550 4 -9.842 -14.499 -2.996
551 3 -9.493 -16.168 -1.458
552 2 -9.872 -15.568 -0.193
553 2 -9.209 -16.285 0.976
554 2 -9.523 -15.672 2.403
555 2 -10.949 -15.685 2.821
556 2 -11.163 -15.068 4.203
557 2 -12.629 -15.086 4.609
558 3 -13.08 -13.977 5.439
559 2 -14.318 -13.414 5.411
560 4 -15.178 -13.869 4.698
561 1 -9.922 -17.736 -6.346
562 1 -8.64 -18.75 -5.647
563 1 -7.035 -17.07 -6.149
564 1 -8.069 -16.175 -7.272
565 1 -8.175 -14.883 -5.161
566 1 -9.704 -15.57 -5.482
567 1 -7.813 -16.769 -3.484
568 1 -9.425 -17.471 -3.833
569 1 -9.221 -17.134 -1.28
570 1 -9.57 -14.516 -0.207
571 1 -10.953 -15.547 -0.03
572 1 -9.549 -17.325 0.983
573 1 -8.12 -16.315 0.885
574 1 -9.081 -14.672 2.37
575 1 -8.975 -16.246 3.156
576 1 -11.202 -16.749 2.863
577 1 -11.547 -15.123 2.098
578 1 -10.766 -14.05 4.247
579 1 -10.645 -15.615 4.996
580 1 -13.344 -15.082 3.782
581 1 -12.792 -16.045 5.109
582 1 -12.374 -13.591 6.065
583 2 -14.616 -12.219 6.272
584 2 -14.596 -12.692 7.739
585 2 -15.13 -11.456 8.572
586 2 -14.772 -11.571 10.006
587 2 -15.59 -12.553 10.823
588 4 -16.405 -12.201 11.617
589 3 -15.175 -13.892 10.691
590 2 -15.934 -15.0 11.34
591 2 -15.676 -16.183 10.379
592 2 -14.244 -16.738 10.227
593 2 -14.216 -17.956 9.297
594 2 -12.776 -18.452 8.982
595 2 -12.228 -18.007 7.62
596 3 -10.839 -18.426 7.319
597 2 -10.467 -18.708 5.997
598 4 -11.168 -18.468 5.013
599 1 -13.875 -11.429 6.117
600 1 -15.613 -11.908 5.945
601 1 -15.247 -13.546 7.947
602 1 -13.61 -12.991 8.106
603 1 -14.836 -10.487 8.158
604 1 -16.222 -11.501 8.523
605 1 -14.871 -10.602 10.503
606 1 -13.727 -11.86 10.157
607 1 -14.454 -14.211 10.044
608 1 -15.641 -15.144 12.384
609 1 -17.019 -14.861 11.358
610 1 -16.289 -17.004 10.763
611 1 -15.986 -15.932 9.361
612 1 -13.842 -17.064 11.19
613 1 -13.664 -15.888 9.856
614 1 -14.698 -17.704 8.348
615 1 -14.754 -18.8 9.738
616 1 -12.785 -19.541 8.88
617 1 -12.073 -18.182 9.776
618 1 -12.918 -18.457 6.9
619 1 -12.208 -16.917 7.528
620 1 -10.229 -18.669 8.099
621 2 -9.253 -19.527 5.689
622 2 -7.932 -18.721 5.489
623 2 -7.81 -17.603 6.568
624 2 -6.448 -16.873 6.602
625 2 -6.468 -15.868 7.747
626 4 -7.179 -15.963 8.776
627 3 -5.575 -14.765 7.693
628 2 -5.518 -13.839 8.775
629 2 -5.528 -12.392 8.341
630 2 -5.49 -11.436 9.552
631 2 -5.917 -10.066 8.961
632 2 -5.892 -8.955 10.059
633 2 -6.281 -7.669 9.389
634 3 -6.196 -6.556 10.404
635 2 -7.318 -5.836 10.7
636 4 -8.292 -5.776 9.968
637 1 -9.077 -20.355 6.383
638 1 -9.46 -20.055 4.754
639 1 -7.103 -19.432 5.558
640 1 -7.954 -18.221 4.517
641 1 -8.575 -16.84 6.399
642 1 -8.077 -18.059 7.526
643 1 -6.288 -16.235 5.728
644 1 -5.624 -17.554 6.838
645 1 -4.801 -14.767 7.029
646 1 -6.37 -13.992 9.444
647 1 -4.561 -14.044 9.265
648 1 -4.563 -12.294 7.835
649 1 -6.392 -12.26 7.683
650 1 -4.477 -11.379 9.961
651 1 -6.149 -11.75 10.366
652 1 -6.961 -10.088 8.634
653 1 -5.338 -9.723 8.099
654 1 -4.895 -8.901 10.505
655 1 -6.491 -9.227 10.933
656 1 -5.482 -7.454 8.673
657 1 -7.25 -7.765 8.89
658 1 -5.516 -6.682 11.152
659 2 -7.331 -5.031 11.992
660 2 -8.372 -5.478 13.0
661 2 -7.853 -6.747 13.809
662 2 -8.994 -7.405 14.614
663 2 -8.566 -8.496 15.664
664 4 -7.415 -8.821 15.825
665 3 -9.561 -9.126 16.373
666 2 -9.267 -10.328 17.205
667 2 -10.617 -10.653 17.911
668 2 -10.586 -12.018 18.65
669 2 -11.788 -12.1 19.691
670 2 -11.485 -13.235 20.617
671 2 -12.592 -13.424 21.652
672 3 -13.852 -13.827 21.019
673 2 -14.961 -14.247 21.824
674 4 -14.772 -14.447 23.034
675 1 -6.332 -5.024 12.439
676 1 -7.668 -4.026 11.72
677 1 -8.541 -4.637 13.677
678 1 -9.334 -5.785 12.58
679 1 -7.634 -7.477 13.024
680 1 -6.995 -6.505 14.444
681 1 -9.712 -7.87 13.932
682 1 -9.582 -6.619 15.095
683 1 -10.537 -9.054 16.09
684 1 -8.989 -11.244 16.675
685 1 -8.437 -10.14 17.892
686 1 -10.815 -9.85 18.628
687 1 -11.468 -10.622 17.225
688 1 -9.613 -12.106 19.14
689 1 -10.714 -12.795 17.89
690 1 -12.706 -12.25 19.117
691 1 -11.916 -11.159 20.234
692 1 -10.542 -13.057 21.142
693 1 -11.34 -14.206 20.135
694 1 -12.213 -14.176 22.351
695 1 -12.714 -12.492 22.212
696 1 -14.039 -13.615 20.04
697 2 -16.356 -14.162 21.17
698 2 -17.275 -13.107 21.747
699 2 -16.724 -11.662 21.704
700 2 -16.419 -11.194 20.179
701 2 -15.996 -9.716 19.975
702 4 -16.59 -8.845 20.517
703 3 -14.892 -9.556 19.108
704 2 -14.221 -8.285 18.782
705 2 -13.602 -7.801 20.087
706 2 -12.85 -6.488 19.935
707 2 -12.512 -5.894 21.34
708 2 -11.487 -4.761 21.458
709 2 -11.921 -3.499 20.726
710 3 -10.968 -2.457 20.819
711 2 -10.682 -1.611 19.766
712 4 -11.319 -1.589 18.734
713 1 -16.213 -13.866 20.126
714 1 -16.85 -15.134 21.084
715 1 -18.196 -13.113 21.156
716 1 -17.53 -13.34 22.785
717 1 -17.488 -10.995 22.116
718 1 -15.863 -11.563 22.371
719 1 -17.254 -11.378 19.497
720 1 -15.623 -11.826 19.775
721 1 -14.406 -10.44 18.96
722 1 -13.437 -8.418 18.031
723 1 -14.959 -7.595 18.363
724 1 -14.411 -7.729 20.82
725 1 -12.923 -8.555 20.496
726 1 -13.456 -5.809 19.328
727 1 -11.878 -6.585 19.444
728 1 -12.094 -6.66 22.001
729 1 -13.446 -5.483 21.735
730 1 -10.523 -5.005 21.001
731 1 -11.294 -4.692 22.533
732 1 -12.16 -3.706 19.68
733 1 -12.901 -3.23 21.131
734 1 -10.401 -2.435 21.665
735 2 -9.509 -0.597 19.987
736 2 -10.122 0.849 20.246
737 2 -9.0 1.835 20.416
738 2 -8.348 1.728 21.783
739 2 -7.468 2.912 22.117
740 4 -7.696 3.963 21.607
741 3 -6.483 2.777 23.047
