# LAMMPS data file written by OVITO Basic 3.9.2

3790 atoms
6 atom types

17.8541564111 51.4095277834 xlo xhi
17.8541564111 51.4095277834 ylo yhi
17.8541564111 51.4095277834 zlo zhi

Masses

1 12.011  # C
2 1.008  # H
3 15.999  # O
4 12.011  # C
5 15.999  # O
6 1.008  # H

Atoms  # atomic

3033 1 19.1001017522 21.7168716633 19.7301989149 0 0 0
3041 1 19.8024645792 23.0527151505 19.2835943484 0 0 0
3042 1 18.9053081335 24.1800149349 18.4577133405 0 0 0
3043 1 20.252858518 23.8891502945 20.5724665019 0 0 0
3183 2 17.9471354345 20.7518993119 22.784081623 0 0 0
3038 4 21.0450498017 22.6360660096 18.4723925198 0 0 0
3037 3 21.9331076198 21.8306609743 18.8573271991 0 0 0
3035 2 19.4029657527 20.8821177321 19.0860933682 0 0 0
3182 2 18.6166041318 19.1966510854 22.551269913 0 0 0
3177 1 17.9865230166 19.7598659501 23.2506981272 0 0 0
3051 2 21.2464832776 23.6595314371 20.9766929959 0 0 0
3190 1 22.0842730055 20.8966124215 22.4046885538 0 0 0
3187 3 20.1516246295 22.0778138381 23.8439862334 0 0 0
3196 6 22.7283306 20.2129639616 21.837919171 0 0 0
1376 2 21.3001920571 24.6431026655 23.800697005 -1 -1 0
3050 2 20.3184493956 24.9391537564 20.2616558198 0 0 0
3195 6 22.7156061893 21.3381197404 23.1856512588 0 0 0
3189 5 20.977981124 20.1588011238 23.0403030396 0 0 0
3188 4 20.1121474845 20.871295885 23.7640884348 0 0 0
3194 6 21.7613050964 21.6787346441 21.7065559709 0 0 0
3036 2 19.2931627806 21.5293741504 20.7936767496 0 0 0
3048 2 19.5496455623 24.882315134 17.9145592912 0 0 0
3049 2 19.6008150822 23.7569634257 21.4446929148 0 0 0
3047 2 18.4191616725 24.8352847302 19.1909908214 0 0 0
3171 2 51.0857929791 19.2502301699 20.0618516128 -1 0 0
1375 2 22.9768439777 24.4231712534 24.594279427 -1 -1 0
3034 2 18.0429226313 21.8245088694 19.457803322 0 0 0
1393 3 22.2329444663 25.0341702984 18.4705653936 -1 -1 0
1374 2 22.6321679193 25.0523687605 21.9306061959 -1 -1 0
1369 1 22.1101141293 25.0687057424 24.4059250203 -1 -1 0
3191 1 18.990111266 20.0148008587 24.4604466008 0 0 0
3056 1 51.2807772793 23.7622424369 50.9799101811 -1 0 -1
2663 6 25.432449941 18.8697571825 22.7254677227 -1 0 0
2662 6 25.0799950581 20.6718656701 22.4259019015 -1 0 0
2661 6 25.4417415676 19.5135193277 21.1612197905 -1 0 0
2657 1 25.6925942564 19.7923931708 22.1921004672 -1 0 0
2655 4 27.3350912241 20.1808706169 23.7131845945 -1 0 0
2653 2 26.4734837467 22.5956529783 23.4997117562 -1 0 0
2656 5 27.0542911457 20.1006047417 22.3825068482 -1 0 0
2658 1 28.8196303739 20.3927806995 24.0306352204 -1 0 0
2644 1 29.346698615 21.8654370148 23.5123362392 -1 0 0
2650 2 29.5986693403 21.6467305217 22.4673044416 -1 0 0
2660 1 29.5691292923 19.3288811493 23.173297561 -1 0 0
2668 2 30.5921343568 19.0999623272 23.4965150726 -1 0 0
2649 2 30.2996731417 22.0435418744 24.0256888425 -1 0 0
2643 1 28.5519169928 23.2915878121 23.6930960374 -1 0 0
2645 1 27.2066471415 23.2490823656 23.0109234076 -1 0 0
727 5 27.6477417902 18.6969290337 19.1172460483 0 1 0
752 2 29.0574715122 22.2129946532 19.8216632778 0 1 0
746 1 29.7036887846 22.7503208984 19.1166126293 0 1 0
737 2 27.0587269406 21.8321316531 19.6371261316 0 1 0
2652 2 27.3945754427 22.8359795119 22.0122033663 -1 0 0
731 1 26.51406704 21.3303777841 18.8278047053 0 1 0
726 4 28.3182899749 19.782827621 18.7195772446 0 1 0
725 3 29.5319819141 19.8535994877 18.7886663606 0 1 0
2666 2 29.116111149 18.3343060348 23.078388292 -1 0 0
738 2 25.7882290225 20.5703844957 19.1424186771 0 1 0
2635 2 29.6324525121 23.7967907033 21.9985048175 -1 0 0
754 2 30.0231350489 23.6986638757 19.5660705984 0 1 0
2629 1 29.3599361267 24.3557439049 22.9022296949 -1 0 0
2667 2 29.5988322325 19.6545395025 22.1261695154 -1 0 0
753 2 30.5435457131 22.0468174295 19.0606139416 0 1 0
2651 2 26.7388489998 24.2248672947 22.8308645575 -1 0 0
739 2 25.8568290044 22.0654779758 18.3470985338 0 1 0
733 6 28.8118909121 17.9715349967 20.7207142233 0 1 0
728 1 28.4586341247 51.266183184 19.7154055173 0 0 0
2618 6 34.1003731797 23.2723197847 20.168157493 -1 0 0
2630 1 31.8398681067 24.1247912258 23.7434150652 -1 0 0
2638 2 31.6556657929 23.3273574086 23.0129478448 -1 0 0
2768 6 34.6504233817 22.7711659419 22.6448067464 -1 0 0
2762 1 35.6712548848 22.5326577756 22.9679622702 -1 0 0
2766 6 35.7912857513 22.6966968939 24.0459682967 -1 0 0
2761 5 36.105452888 21.1730775204 22.6277434622 -1 0 0
2767 6 36.3827982193 23.2957994279 22.6292390432 -1 0 0
2771 2 35.4881677662 18.8611848847 20.300191966 -1 0 0
2785 2 36.8069452621 21.5757114315 18.4772838216 -1 0 0
2760 4 36.5483903362 21.1277511961 21.3785461281 -1 0 0
